tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-1003,Doha,Hard,32,P,20230213,292,202505,7.0,,Belinda Bencic,R,175.0,SUI,25.9,201458,,WC,Victoria Azarenka,R,180.0,BLR,33.5,1-6 7-6(4) 6-4,3,R16,162.0,3.0,6.0,110.0,73.0,47.0,17.0,14.0,10.0,14.0,9.0,5.0,95.0,63.0,48.0,13.0,15.0,4.0,7.0,9.0,3275.0,17.0,2138.0
2023-1003,Doha,Hard,32,P,20230213,291,221103,4.0,,Coco Gauff,R,175.0,USA,18.9,201520,,,Petra Kvitova,L,183.0,CZE,32.9,6-3 7-6(6),3,R16,84.0,7.0,3.0,66.0,40.0,29.0,21.0,11.0,1.0,1.0,2.0,2.0,57.0,34.0,25.0,15.0,10.0,0.0,1.0,6.0,3992.0,13.0,2227.0
2023-1003,Doha,Hard,32,P,20230213,290,206368,8.0,,Veronika Kudermetova,R,175.0,RUS,25.8,213550,,WC,Sofia Kenin,R,170.0,USA,24.2,6-2 7-5,3,R16,109.0,13.0,0.0,70.0,44.0,31.0,17.0,10.0,5.0,5.0,1.0,2.0,77.0,55.0,32.0,12.0,10.0,5.0,8.0,11.0,2740.0,210.0,323.0
2023-1003,Doha,Hard,32,P,20230213,289,206289,5.0,,Maria Sakkari,R,172.0,GRE,27.5,206420,,,Ekaterina Alexandrova,R,175.0,RUS,28.2,6-3 6-2,3,R16,81.0,5.0,2.0,58.0,30.0,20.0,17.0,9.0,2.0,3.0,0.0,8.0,65.0,39.0,24.0,9.0,8.0,3.0,7.0,7.0,3616.0,18.0,2005.0
2023-1003,Doha,Hard,32,P,20230213,288,201614,3.0,,Caroline Garcia,R,177.0,FRA,29.3,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,6-7(3) 7-5 6-4,3,R16,180.0,10.0,4.0,108.0,71.0,53.0,19.0,17.0,1.0,2.0,12.0,4.0,119.0,73.0,51.0,27.0,17.0,13.0,16.0,5.0,4795.0,123.0,546.0
2023-1003,Doha,Hard,32,P,20230213,287,206242,,,Beatriz Haddad Maia,L,185.0,BRA,26.7,214082,6.0,,Daria Kasatkina,R,170.0,RUS,25.7,6-3 7-6(7),3,R16,100.0,0.0,4.0,59.0,46.0,31.0,6.0,10.0,0.0,3.0,1.0,3.0,70.0,51.0,29.0,9.0,11.0,1.0,6.0,12.0,2285.0,8.0,3425.0
2023-1003,Doha,Hard,32,P,20230213,286,202468,2.0,,Jessica Pegula,R,170.0,USA,28.9,211533,,,Jelena Ostapenko,R,177.0,LAT,25.6,6-2 2-6 7-5,3,R16,112.0,0.0,5.0,99.0,57.0,35.0,23.0,14.0,8.0,11.0,5.0,6.0,85.0,57.0,36.0,14.0,14.0,2.0,6.0,4.0,5000.0,14.0,2210.0
2023-1003,Doha,Hard,32,P,20230213,284,203389,,,Danielle Collins,R,178.0,USA,29.1,210722,,Q,Elise Mertens,R,179.0,BEL,27.2,6-4 7-6(6),3,R32,116.0,6.0,9.0,72.0,39.0,29.0,15.0,11.0,2.0,6.0,10.0,9.0,77.0,39.0,25.0,14.0,11.0,4.0,9.0,42.0,1219.0,37.0,1294.0
2023-1003,Doha,Hard,32,P,20230213,283,201458,,WC,Victoria Azarenka,R,180.0,BLR,33.5,213998,,WC,Ipek Oz,U,,TUR,23.6,6-1 6-1,3,R32,67.0,0.0,1.0,40.0,28.0,22.0,6.0,7.0,2.0,3.0,0.0,1.0,44.0,34.0,11.0,4.0,7.0,3.0,9.0,17.0,2138.0,196.0,338.0
2023-1003,Doha,Hard,32,P,20230213,282,202505,7.0,,Belinda Bencic,R,175.0,SUI,25.9,202600,,Q,Viktoriya Tomova,R,170.0,BUL,27.9,6-0 6-1,3,R32,58.0,4.0,2.0,45.0,32.0,24.0,7.0,7.0,3.0,3.0,0.0,3.0,43.0,25.0,13.0,2.0,6.0,4.0,9.0,9.0,3275.0,100.0,655.0
2023-1003,Doha,Hard,32,P,20230213,280,201520,,,Petra Kvitova,L,183.0,CZE,32.9,201533,,,Shuai Zhang,R,177.0,CHN,34.0,7-5 6-2,3,R32,75.0,8.0,3.0,54.0,32.0,27.0,10.0,10.0,2.0,4.0,1.0,5.0,63.0,36.0,20.0,12.0,10.0,6.0,11.0,13.0,2227.0,22.0,1710.0
2023-1003,Doha,Hard,32,P,20230213,279,213550,,WC,Sofia Kenin,R,170.0,USA,24.2,214643,,,Liudmila Samsonova,R,180.0,RUS,24.2,6-3 6-1,3,R32,89.0,1.0,0.0,75.0,60.0,33.0,10.0,8.0,13.0,15.0,2.0,2.0,51.0,19.0,8.0,12.0,8.0,3.0,9.0,210.0,323.0,15.0,2209.0
2023-1003,Doha,Hard,32,P,20230213,278,206368,8.0,,Veronika Kudermetova,R,175.0,RUS,25.8,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,6-4 3-6 7-6(5),3,R32,180.0,7.0,3.0,118.0,76.0,56.0,19.0,15.0,8.0,10.0,6.0,3.0,106.0,57.0,42.0,26.0,16.0,9.0,11.0,11.0,2740.0,29.0,1464.0
2023-1003,Doha,Hard,32,P,20230213,277,206289,5.0,,Maria Sakkari,R,172.0,GRE,27.5,221012,,,Qinwen Zheng,R,,CHN,20.3,6-2 3-6 6-3,3,R32,129.0,7.0,1.0,73.0,47.0,35.0,15.0,13.0,3.0,5.0,7.0,4.0,87.0,45.0,27.0,22.0,13.0,3.0,7.0,7.0,3616.0,24.0,1599.0
2023-1003,Doha,Hard,32,P,20230213,276,206420,,,Ekaterina Alexandrova,R,175.0,RUS,28.2,201662,,Q,Karolina Pliskova,R,184.0,CZE,30.8,6-1 6-2,3,R32,52.0,10.0,4.0,53.0,35.0,26.0,10.0,8.0,4.0,5.0,1.0,4.0,40.0,27.0,17.0,0.0,7.0,2.0,7.0,18.0,2005.0,19.0,1910.0
2023-1003,Doha,Hard,32,P,20230213,275,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,203354,,,Martina Trevisan,L,160.0,ITA,29.2,6-2 6-2,3,R32,79.0,6.0,0.0,47.0,30.0,23.0,12.0,8.0,2.0,2.0,0.0,3.0,49.0,33.0,19.0,6.0,8.0,6.0,10.0,123.0,546.0,25.0,1558.0
2023-1003,Doha,Hard,32,P,20230213,273,214082,6.0,,Daria Kasatkina,R,170.0,RUS,25.7,201606,,Q,Rebecca Marino,R,183.0,CAN,32.1,7-6(5) 6-2,3,R32,101.0,0.0,6.0,75.0,54.0,32.0,8.0,10.0,4.0,8.0,1.0,4.0,80.0,52.0,24.0,13.0,10.0,9.0,15.0,8.0,3425.0,75.0,829.0
2023-1003,Doha,Hard,32,P,20230213,272,206242,,,Beatriz Haddad Maia,L,185.0,BRA,26.7,211651,,,Paula Badosa,R,180.0,ESP,25.2,7-6(6) 6-3,3,R32,123.0,1.0,2.0,91.0,70.0,41.0,12.0,11.0,7.0,10.0,3.0,5.0,66.0,35.0,24.0,11.0,10.0,2.0,6.0,12.0,2285.0,20.0,1862.0
2023-1003,Doha,Hard,32,P,20230213,271,211533,,,Jelena Ostapenko,R,177.0,LAT,25.6,201619,,,Madison Keys,R,178.0,USA,27.9,7-5 6-2,3,R32,77.0,4.0,4.0,56.0,29.0,24.0,15.0,10.0,2.0,3.0,3.0,2.0,72.0,47.0,29.0,9.0,10.0,1.0,5.0,14.0,2210.0,23.0,1668.0
2023-718,Dubai,Hard,64,P,20230220,300,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,216347,1.0,,Iga Swiatek,R,176.0,POL,21.7,6-4 6-2,3,F,91.0,6.0,1.0,54.0,33.0,23.0,12.0,9.0,4.0,6.0,2.0,3.0,54.0,37.0,21.0,4.0,9.0,1.0,6.0,30.0,1410.0,1.0,10900.0
2023-718,Dubai,Hard,64,P,20230220,299,216347,1.0,,Iga Swiatek,R,176.0,POL,21.7,221103,5.0,,Coco Gauff,R,175.0,USA,18.9,6-4 6-2,3,SF,88.0,1.0,3.0,53.0,37.0,27.0,7.0,9.0,0.0,2.0,2.0,2.0,54.0,32.0,18.0,5.0,9.0,5.0,10.0,1.0,10900.0,6.0,4091.0
2023-718,Dubai,Hard,64,P,20230220,298,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,202468,3.0,,Jessica Pegula,R,170.0,USA,28.9,6-1 5-7 6-0,3,SF,120.0,6.0,4.0,90.0,55.0,38.0,18.0,13.0,5.0,7.0,2.0,3.0,74.0,52.0,27.0,10.0,12.0,5.0,11.0,30.0,1410.0,3.0,5250.0
2023-718,Dubai,Hard,64,P,20230220,297,216347,1.0,,Iga Swiatek,R,176.0,POL,21.7,201662,,,Karolina Pliskova,R,184.0,CZE,30.9,W/O,3,QF,,,,,,,,,,,,,,,,,,,,1.0,10900.0,18.0,1910.0
2023-718,Dubai,Hard,64,P,20230220,296,221103,5.0,,Coco Gauff,R,175.0,USA,18.9,201619,,,Madison Keys,R,178.0,USA,28.0,6-2 7-5,3,QF,81.0,1.0,0.0,59.0,43.0,31.0,8.0,10.0,0.0,1.0,2.0,3.0,57.0,41.0,25.0,7.0,10.0,1.0,5.0,6.0,4091.0,23.0,1668.0
2023-718,Dubai,Hard,64,P,20230220,295,202468,3.0,,Jessica Pegula,R,170.0,USA,28.9,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,W/O,3,QF,1.0,,,,,,,,,,,,,,,,,,,3.0,5250.0,112.0,601.0
2023-718,Dubai,Hard,64,P,20230220,294,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,214544,2.0,,Aryna Sabalenka,R,182.0,BLR,24.7,0-6 7-6(2) 6-1,3,QF,116.0,3.0,5.0,82.0,53.0,33.0,17.0,13.0,2.0,6.0,10.0,5.0,70.0,36.0,28.0,15.0,12.0,3.0,6.0,30.0,1410.0,2.0,6100.0
2023-718,Dubai,Hard,64,P,20230220,293,216347,1.0,,Iga Swiatek,R,176.0,POL,21.7,214643,14.0,,Liudmila Samsonova,R,180.0,RUS,24.2,6-1 6-0,3,R16,76.0,2.0,0.0,43.0,31.0,23.0,8.0,7.0,0.0,0.0,5.0,2.0,53.0,31.0,20.0,3.0,6.0,5.0,10.0,1.0,10900.0,13.0,2197.0
2023-718,Dubai,Hard,64,P,20230220,292,201662,,,Karolina Pliskova,R,184.0,CZE,30.9,211843,,,Anhelina Kalinina,R,179.0,UKR,26.0,7-5 6-7(6) 6-2,3,R16,165.0,13.0,3.0,112.0,72.0,54.0,20.0,16.0,3.0,4.0,6.0,5.0,111.0,64.0,44.0,25.0,16.0,0.0,4.0,18.0,1910.0,33.0,1347.0
2023-718,Dubai,Hard,64,P,20230220,291,201619,,,Madison Keys,R,178.0,USA,28.0,201458,15.0,,Victoria Azarenka,R,180.0,BLR,33.5,6-2 6-1,3,R16,57.0,9.0,2.0,43.0,32.0,26.0,6.0,8.0,0.0,0.0,1.0,5.0,43.0,23.0,14.0,6.0,7.0,4.0,8.0,23.0,1668.0,14.0,2192.0
2023-718,Dubai,Hard,64,P,20230220,290,221103,5.0,,Coco Gauff,R,175.0,USA,18.9,214981,9.0,,Elena Rybakina,R,184.0,KAZ,23.6,W/O,3,R16,1.0,,,,,,,,,,,,,,,,,,,6.0,4091.0,10.0,2860.0
2023-718,Dubai,Hard,64,P,20230220,289,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,202505,8.0,,Belinda Bencic,R,175.0,SUI,25.9,6-1 6-4,3,R16,85.0,6.0,3.0,58.0,38.0,29.0,9.0,9.0,2.0,3.0,2.0,5.0,46.0,25.0,15.0,9.0,8.0,2.0,6.0,112.0,601.0,9.0,3315.0
2023-718,Dubai,Hard,64,P,20230220,288,202468,3.0,,Jessica Pegula,R,170.0,USA,28.9,202536,,Q,Ana Bogdan,R,171.0,ROU,30.2,6-4 6-3,3,R16,96.0,3.0,1.0,64.0,38.0,20.0,16.0,9.0,7.0,10.0,3.0,0.0,56.0,37.0,19.0,6.0,10.0,5.0,11.0,3.0,5250.0,75.0,823.0
2023-718,Dubai,Hard,64,P,20230220,287,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,201520,12.0,,Petra Kvitova,L,183.0,CZE,32.9,6-3 6-2,3,R16,74.0,3.0,2.0,54.0,32.0,24.0,13.0,9.0,1.0,2.0,5.0,1.0,48.0,39.0,21.0,4.0,8.0,4.0,8.0,30.0,1410.0,15.0,2182.0
2023-718,Dubai,Hard,64,P,20230220,286,214544,2.0,,Aryna Sabalenka,R,182.0,BLR,24.7,211533,13.0,,Jelena Ostapenko,R,177.0,LAT,25.7,2-6 6-1 6-1,3,R16,100.0,5.0,2.0,65.0,39.0,27.0,13.0,11.0,1.0,4.0,5.0,7.0,79.0,46.0,26.0,11.0,11.0,7.0,13.0,2.0,6100.0,20.0,1795.0
2023-718,Dubai,Hard,64,P,20230220,285,216347,1.0,,Iga Swiatek,R,176.0,POL,21.7,220367,,,Leylah Fernandez,L,168.0,CAN,20.4,6-1 6-1,3,R32,72.0,5.0,1.0,46.0,30.0,21.0,9.0,7.0,2.0,3.0,0.0,2.0,40.0,20.0,7.0,7.0,7.0,1.0,7.0,1.0,10900.0,37.0,1300.0
2023-718,Dubai,Hard,64,P,20230220,284,214643,14.0,,Liudmila Samsonova,R,180.0,RUS,24.2,221012,,,Qinwen Zheng,R,,CHN,20.3,W/O,3,R32,,,,,,,,,,,,,,,,,,,,13.0,2197.0,24.0,1599.0
2023-718,Dubai,Hard,64,P,20230220,283,211843,,,Anhelina Kalinina,R,179.0,UKR,26.0,215035,,Q,Dayana Yastremska,R,175.0,UKR,22.7,5-7 6-2 6-3,3,R32,139.0,2.0,6.0,106.0,58.0,39.0,21.0,14.0,12.0,17.0,7.0,6.0,83.0,49.0,27.0,13.0,15.0,2.0,10.0,33.0,1347.0,122.0,552.0
2023-718,Dubai,Hard,64,P,20230220,282,201662,,,Karolina Pliskova,R,184.0,CZE,30.9,206289,6.0,,Maria Sakkari,R,172.0,GRE,27.5,6-1 6-2,3,R32,69.0,8.0,1.0,55.0,40.0,27.0,9.0,8.0,1.0,2.0,4.0,2.0,48.0,31.0,13.0,6.0,7.0,5.0,10.0,18.0,1910.0,7.0,3800.0
2023-718,Dubai,Hard,64,P,20230220,281,201619,,,Madison Keys,R,178.0,USA,28.0,201614,4.0,,Caroline Garcia,R,177.0,FRA,29.3,7-5 6-4,3,R32,108.0,2.0,1.0,68.0,41.0,29.0,16.0,11.0,1.0,2.0,4.0,7.0,84.0,42.0,29.0,19.0,11.0,7.0,10.0,23.0,1668.0,5.0,4835.0
2023-718,Dubai,Hard,64,P,20230220,280,201458,15.0,,Victoria Azarenka,R,180.0,BLR,33.5,216153,,,Amanda Anisimova,R,180.0,USA,21.4,4-6 6-4 7-6(5),3,R32,165.0,2.0,7.0,101.0,71.0,42.0,11.0,16.0,5.0,12.0,3.0,6.0,133.0,82.0,49.0,19.0,16.0,9.0,16.0,14.0,2192.0,35.0,1304.0
2023-718,Dubai,Hard,64,P,20230220,279,214981,9.0,,Elena Rybakina,R,184.0,KAZ,23.6,213631,,,Marie Bouzkova,R,180.0,CZE,24.5,7-5 6-2,3,R32,103.0,6.0,1.0,66.0,43.0,29.0,14.0,10.0,2.0,3.0,0.0,2.0,66.0,48.0,27.0,10.0,10.0,4.0,8.0,10.0,2860.0,26.0,1538.0
2023-718,Dubai,Hard,64,P,20230220,278,221103,5.0,,Coco Gauff,R,175.0,USA,18.9,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,28.9,6-0 6-4,3,R32,70.0,2.0,1.0,52.0,33.0,20.0,10.0,8.0,3.0,5.0,1.0,5.0,51.0,41.0,19.0,1.0,8.0,5.0,11.0,6.0,4091.0,43.0,1204.0
2023-718,Dubai,Hard,64,P,20230220,277,202505,8.0,,Belinda Bencic,R,175.0,SUI,25.9,216146,,WC,Marta Kostyuk,R,175.0,UKR,20.6,6-7(7) 7-6(5) 6-4,3,R32,207.0,2.0,2.0,112.0,70.0,44.0,26.0,17.0,5.0,9.0,5.0,9.0,129.0,80.0,55.0,17.0,17.0,4.0,9.0,9.0,3315.0,55.0,990.0
2023-718,Dubai,Hard,64,P,20230220,276,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,201514,,,Sorana Cirstea,R,176.0,ROU,32.8,6-4 7-6(4),3,R32,139.0,1.0,0.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0,112.0,601.0,70.0,852.0
2023-718,Dubai,Hard,64,P,20230220,275,202536,,Q,Ana Bogdan,R,171.0,ROU,30.2,201603,,,Shelby Rogers,R,175.0,USA,30.3,7-6(3) 6-3,3,R32,127.0,3.0,1.0,74.0,55.0,34.0,10.0,10.0,5.0,8.0,4.0,3.0,84.0,49.0,27.0,15.0,11.0,2.0,7.0,75.0,823.0,45.0,1186.0
2023-718,Dubai,Hard,64,P,20230220,274,202468,3.0,,Jessica Pegula,R,170.0,USA,28.9,202600,,Q,Viktoriya Tomova,R,170.0,BUL,27.9,6-2 5-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,3.0,5250.0,99.0,665.0
2023-718,Dubai,Hard,64,P,20230220,273,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,214082,7.0,,Daria Kasatkina,R,170.0,RUS,25.7,6-4 4-6 7-5,3,R32,155.0,3.0,8.0,100.0,61.0,42.0,12.0,16.0,8.0,14.0,3.0,5.0,113.0,79.0,45.0,16.0,16.0,7.0,13.0,30.0,1410.0,8.0,3425.0
2023-718,Dubai,Hard,64,P,20230220,272,201520,12.0,,Petra Kvitova,L,183.0,CZE,32.9,201709,,,Yulia Putintseva,R,163.0,KAZ,28.1,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,15.0,2182.0,46.0,1176.0
2023-718,Dubai,Hard,64,P,20230220,271,211533,13.0,,Jelena Ostapenko,R,177.0,LAT,25.7,222258,,WC,Linda Fruhvirtova,R,,CZE,17.8,6-2 6-0,3,R32,55.0,2.0,1.0,42.0,28.0,22.0,5.0,7.0,0.0,1.0,4.0,6.0,47.0,30.0,16.0,2.0,7.0,5.0,11.0,20.0,1795.0,52.0,1007.0
2023-718,Dubai,Hard,64,P,20230220,270,214544,2.0,,Aryna Sabalenka,R,182.0,BLR,24.7,201616,,LL,Lauren Davis,R,157.0,USA,29.3,6-0 6-1,3,R32,59.0,6.0,2.0,41.0,26.0,23.0,7.0,7.0,1.0,1.0,1.0,1.0,41.0,30.0,14.0,2.0,6.0,2.0,7.0,2.0,6100.0,49.0,1025.0
2023-718,Dubai,Hard,64,P,20230220,268,220367,,,Leylah Fernandez,L,168.0,CAN,20.4,211814,,Q,Julia Grabher,R,170.0,AUT,26.6,6-4 6-2,3,R64,74.0,2.0,3.0,42.0,31.0,27.0,6.0,9.0,1.0,2.0,0.0,2.0,59.0,36.0,18.0,12.0,9.0,4.0,8.0,37.0,1300.0,94.0,689.0
2023-718,Dubai,Hard,64,P,20230220,267,221012,,,Qinwen Zheng,R,,CHN,20.3,201533,,,Shuai Zhang,R,177.0,CHN,34.0,6-3 6-1,3,R64,68.0,6.0,6.0,48.0,20.0,18.0,12.0,8.0,5.0,7.0,0.0,4.0,51.0,25.0,13.0,7.0,8.0,5.0,11.0,24.0,1599.0,22.0,1710.0
2023-718,Dubai,Hard,64,P,20230220,266,214643,14.0,,Liudmila Samsonova,R,180.0,RUS,24.2,211651,,,Paula Badosa,R,180.0,ESP,25.2,6-7(3) 7-6(5) 6-4,3,R64,202.0,12.0,5.0,144.0,77.0,57.0,31.0,17.0,9.0,11.0,4.0,2.0,108.0,69.0,46.0,25.0,17.0,2.0,5.0,13.0,2197.0,19.0,1862.0
2023-718,Dubai,Hard,64,P,20230220,265,211843,,,Anhelina Kalinina,R,179.0,UKR,26.0,206368,10.0,,Veronika Kudermetova,R,175.0,RUS,25.8,6-3 5-7 7-5,3,R64,183.0,4.0,9.0,121.0,74.0,44.0,20.0,17.0,8.0,15.0,8.0,1.0,102.0,66.0,36.0,15.0,16.0,6.0,14.0,33.0,1347.0,11.0,2620.0
2023-718,Dubai,Hard,64,P,20230220,264,215035,,Q,Dayana Yastremska,R,175.0,UKR,22.7,201427,,,Alize Cornet,R,173.0,FRA,33.0,6-2 6-3,3,R64,73.0,1.0,5.0,47.0,25.0,20.0,13.0,9.0,0.0,1.0,0.0,2.0,50.0,31.0,16.0,9.0,8.0,3.0,7.0,122.0,552.0,60.0,927.0
2023-718,Dubai,Hard,64,P,20230220,263,201662,,,Karolina Pliskova,R,184.0,CZE,30.9,214954,,SR,Marketa Vondrousova,L,173.0,CZE,23.6,6-3 6-4,3,R64,84.0,5.0,6.0,70.0,44.0,35.0,7.0,10.0,9.0,11.0,4.0,4.0,61.0,41.0,24.0,7.0,9.0,2.0,6.0,18.0,1910.0,103.0,631.0
2023-718,Dubai,Hard,64,P,20230220,260,201619,,,Madison Keys,R,178.0,USA,28.0,211148,,Q,Jasmine Paolini,R,160.0,ITA,27.1,6-1 6-1,3,R64,60.0,5.0,1.0,41.0,28.0,19.0,9.0,7.0,2.0,3.0,0.0,4.0,56.0,37.0,19.0,4.0,7.0,5.0,11.0,23.0,1668.0,64.0,897.0
2023-718,Dubai,Hard,64,P,20230220,259,216153,,,Amanda Anisimova,R,180.0,USA,21.4,201329,,WC,Vera Zvonareva,R,172.0,RUS,38.4,6-3 6-2,3,R64,70.0,2.0,2.0,47.0,32.0,28.0,9.0,9.0,0.0,0.0,0.0,0.0,57.0,36.0,18.0,13.0,8.0,3.0,6.0,35.0,1304.0,436.0,108.0
2023-718,Dubai,Hard,64,P,20230220,258,201458,15.0,,Victoria Azarenka,R,180.0,BLR,33.5,201499,,SR,Anastasia Pavlyuchenkova,R,177.0,RUS,31.6,6-3 7-5,3,R64,110.0,3.0,4.0,73.0,46.0,30.0,12.0,11.0,7.0,10.0,3.0,3.0,73.0,43.0,27.0,9.0,10.0,6.0,11.0,14.0,2192.0,732.0,34.0
2023-718,Dubai,Hard,64,P,20230220,257,214981,9.0,,Elena Rybakina,R,184.0,KAZ,23.6,215370,,,Bianca Andreescu,R,170.0,CAN,22.6,6-3 6-4,3,R64,92.0,6.0,1.0,56.0,33.0,24.0,13.0,10.0,4.0,6.0,2.0,1.0,60.0,46.0,29.0,3.0,9.0,3.0,7.0,10.0,2860.0,36.0,1302.0
2023-718,Dubai,Hard,64,P,20230220,256,213631,,,Marie Bouzkova,R,180.0,CZE,24.5,213550,,WC,Sofia Kenin,R,170.0,USA,24.2,6-1 6-1,3,R64,61.0,3.0,0.0,36.0,30.0,25.0,4.0,7.0,0.0,0.0,0.0,2.0,41.0,30.0,15.0,3.0,7.0,0.0,5.0,26.0,1538.0,176.0,377.0
2023-718,Dubai,Hard,64,P,20230220,255,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,28.9,214119,,Q,Rebeka Masarova,R,186.0,ESP,23.5,2-6 6-4 6-4,3,R64,130.0,0.0,5.0,83.0,53.0,35.0,17.0,14.0,2.0,6.0,7.0,8.0,113.0,74.0,46.0,17.0,14.0,10.0,14.0,43.0,1204.0,93.0,694.0
2023-718,Dubai,Hard,64,P,20230220,252,216146,,WC,Marta Kostyuk,R,175.0,UKR,20.6,213998,,WC,Ipek Oz,U,,TUR,23.6,4-6 6-4 6-2,3,R64,119.0,6.0,9.0,78.0,38.0,32.0,20.0,14.0,5.0,8.0,0.0,0.0,79.0,56.0,28.0,17.0,14.0,6.0,11.0,55.0,990.0,195.0,338.0
2023-718,Dubai,Hard,64,P,20230220,251,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,211095,,,Bernarda Pera,L,175.0,USA,28.2,6-1 6-4,3,R64,74.0,8.0,2.0,52.0,30.0,27.0,11.0,9.0,0.0,0.0,0.0,4.0,50.0,30.0,17.0,10.0,8.0,5.0,8.0,112.0,601.0,44.0,1200.0
2023-718,Dubai,Hard,64,P,20230220,250,201514,,,Sorana Cirstea,R,176.0,ROU,32.8,206242,11.0,,Beatriz Haddad Maia,L,185.0,BRA,26.7,4-6 7-6(7) 7-5,3,R64,209.0,6.0,10.0,133.0,74.0,49.0,28.0,17.0,8.0,12.0,4.0,5.0,115.0,72.0,49.0,20.0,17.0,4.0,8.0,70.0,852.0,12.0,2285.0
2023-718,Dubai,Hard,64,P,20230220,249,201603,,,Shelby Rogers,R,175.0,USA,30.3,214906,,LL,Claire Liu,R,170.0,USA,22.7,6-4 6-4,3,R64,95.0,2.0,2.0,60.0,34.0,26.0,12.0,10.0,4.0,6.0,5.0,1.0,67.0,44.0,29.0,7.0,10.0,5.0,9.0,45.0,1186.0,57.0,972.0
2023-718,Dubai,Hard,64,P,20230220,248,202536,,Q,Ana Bogdan,R,171.0,ROU,30.2,201696,,Q,Laura Siegemund,R,168.0,GER,34.9,7-5 6-3,3,R64,121.0,4.0,3.0,62.0,37.0,30.0,11.0,11.0,3.0,5.0,1.0,2.0,81.0,58.0,39.0,4.0,10.0,12.0,16.0,75.0,823.0,130.0,526.0
2023-718,Dubai,Hard,64,P,20230220,247,202600,,Q,Viktoriya Tomova,R,170.0,BUL,27.9,201466,,,Kaia Kanepi,R,181.0,EST,37.6,6-3 6-1,3,R64,79.0,4.0,2.0,53.0,32.0,23.0,11.0,8.0,1.0,2.0,2.0,0.0,62.0,34.0,17.0,12.0,8.0,7.0,12.0,99.0,665.0,48.0,1052.0
2023-718,Dubai,Hard,64,P,20230220,244,206252,,,Barbora Krejcikova,R,178.0,CZE,27.1,201593,,,Irina Camelia Begu,R,181.0,ROU,32.4,6-4 6-2,3,R64,95.0,1.0,2.0,49.0,34.0,25.0,7.0,9.0,0.0,1.0,1.0,5.0,78.0,55.0,32.0,8.0,9.0,7.0,11.0,30.0,1410.0,39.0,1288.0
2023-718,Dubai,Hard,64,P,20230220,243,201709,,,Yulia Putintseva,R,163.0,KAZ,28.1,201549,,,Petra Martic,R,181.0,CRO,32.0,6-4 0-6 6-2,3,R64,107.0,2.0,6.0,78.0,58.0,40.0,8.0,12.0,4.0,7.0,3.0,4.0,65.0,41.0,29.0,12.0,12.0,1.0,4.0,46.0,1176.0,28.0,1450.0
2023-718,Dubai,Hard,64,P,20230220,242,201520,12.0,,Petra Kvitova,L,183.0,CZE,32.9,203354,,,Martina Trevisan,L,160.0,ITA,29.2,6-2 6-1,3,R64,68.0,4.0,5.0,56.0,37.0,25.0,9.0,8.0,4.0,6.0,0.0,5.0,38.0,25.0,11.0,1.0,7.0,2.0,8.0,15.0,2182.0,25.0,1558.0
2023-718,Dubai,Hard,64,P,20230220,241,211533,13.0,,Jelena Ostapenko,R,177.0,LAT,25.7,215290,,Q,Katarina Zavatska,R,173.0,UKR,23.0,6-1 6-4,3,R64,75.0,8.0,3.0,57.0,36.0,29.0,8.0,9.0,0.0,1.0,0.0,2.0,50.0,31.0,16.0,9.0,8.0,5.0,9.0,20.0,1795.0,280.0,223.0
2023-718,Dubai,Hard,64,P,20230220,240,222258,,WC,Linda Fruhvirtova,R,,CZE,17.8,203389,,,Danielle Collins,R,178.0,USA,29.1,6-3 6-4,3,R64,77.0,6.0,0.0,52.0,39.0,26.0,8.0,9.0,2.0,4.0,1.0,3.0,65.0,44.0,25.0,8.0,10.0,5.0,10.0,52.0,1007.0,40.0,1273.0
