tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-2075,Guadalajara,Hard,64,P,20230918,255,216146,,,Marta Kostyuk,R,175.0,UKR,21.2,214577,,,Stacey Fung,U,,CAN,26.6,6-3 2-6 6-0,3,R64,115.0,3.0,7.0,69.0,37.0,27.0,16.0,12.0,0.0,3.0,0.0,3.0,90.0,49.0,25.0,20.0,11.0,5.0,10.0,42.0,1195.0,226.0,313.0
2023-2075,Guadalajara,Hard,64,P,20230918,252,202446,,WC,Eugenie Bouchard,R,178.0,CAN,29.5,213887,,,Renata Zarazua,R,,MEX,25.9,6-1 7-6(4),3,R64,89.0,5.0,0.0,56.0,37.0,28.0,15.0,10.0,0.0,1.0,1.0,3.0,63.0,46.0,30.0,4.0,9.0,3.0,6.0,248.0,277.0,181.0,420.0
2023-2075,Guadalajara,Hard,64,P,20230918,251,215035,,,Dayana Yastremska,R,175.0,UKR,23.3,204419,,Q,Ana Sofia Sanchez,L,,MEX,29.4,7-6(1) 6-4,3,R64,117.0,1.0,3.0,85.0,55.0,32.0,16.0,11.0,6.0,10.0,0.0,4.0,74.0,55.0,28.0,9.0,11.0,3.0,8.0,102.0,665.0,438.0,128.0
2023-2075,Guadalajara,Hard,64,P,20230918,250,201458,10.0,,Victoria Azarenka,R,180.0,BLR,34.1,221905,,,Robin Montgomery,L,,USA,19.0,6-1 6-1,3,R64,69.0,3.0,3.0,43.0,20.0,19.0,12.0,7.0,3.0,3.0,0.0,6.0,37.0,15.0,7.0,5.0,7.0,0.0,5.0,23.0,2065.0,147.0,499.0
2023-2075,Guadalajara,Hard,64,P,20230918,249,201662,16.0,,Karolina Pliskova,R,184.0,CZE,31.4,214262,,Q,Ena Shibahara,R,170.0,JPN,25.5,7-5 6-2,3,R64,82.0,7.0,3.0,57.0,36.0,29.0,10.0,10.0,0.0,1.0,3.0,3.0,64.0,39.0,27.0,10.0,10.0,5.0,9.0,36.0,1325.0,588.0,70.0
2023-2075,Guadalajara,Hard,64,P,20230918,248,221024,,,Hailey Baptiste,R,,USA,21.8,248660,,WC,Lya Fernandez,U,,MEX,16.1,6-2 6-1,3,R64,59.0,1.0,4.0,47.0,24.0,19.0,11.0,8.0,0.0,2.0,0.0,8.0,48.0,21.0,8.0,9.0,7.0,5.0,11.0,174.0,433.0,964.0,18.0
2023-2075,Guadalajara,Hard,64,P,20230918,247,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,29.4,201551,,,Arantxa Rus,L,180.0,NED,32.7,6-1 7-6(5),3,R64,95.0,1.0,4.0,67.0,45.0,26.0,10.0,9.0,7.0,11.0,3.0,5.0,56.0,31.0,13.0,9.0,10.0,0.0,7.0,89.0,753.0,47.0,1152.0
2023-2075,Guadalajara,Hard,64,P,20230918,244,203501,,,Taylor Townsend,L,170.0,USA,27.4,201548,,WC,Ajla Tomljanovic,R,180.0,AUS,30.3,7-6(3) 6-4,3,R64,109.0,5.0,1.0,76.0,50.0,35.0,13.0,11.0,9.0,11.0,4.0,4.0,79.0,53.0,34.0,11.0,11.0,3.0,6.0,101.0,671.0,297.0,211.0
2023-2075,Guadalajara,Hard,64,P,20230918,243,201585,,,Sloane Stephens,R,170.0,USA,30.4,215983,,Q,Ann Li,R,170.0,USA,23.2,7-5 6-4,3,R64,102.0,1.0,2.0,80.0,51.0,33.0,17.0,11.0,8.0,10.0,2.0,3.0,78.0,43.0,27.0,15.0,11.0,7.0,11.0,38.0,1265.0,164.0,462.0
2023-2075,Guadalajara,Hard,64,P,20230918,242,215306,,,Emiliana Arango,R,,COL,22.8,215713,11.0,,Anastasia Potapova,R,175.0,RUS,22.4,6-4 6-3,3,R64,106.0,1.0,5.0,70.0,42.0,28.0,14.0,9.0,6.0,8.0,2.0,3.0,90.0,51.0,28.0,18.0,10.0,12.0,17.0,180.0,421.0,26.0,1685.0
2023-2075,Guadalajara,Hard,64,P,20230918,241,202429,,,Camila Giorgi,R,168.0,ITA,31.7,210886,14.0,,Mayar Sherif,R,180.0,EGY,27.3,7-5 6-3,3,R64,110.0,1.0,5.0,81.0,52.0,34.0,14.0,11.0,7.0,9.0,5.0,0.0,69.0,47.0,27.0,11.0,10.0,9.0,13.0,56.0,983.0,33.0,1385.0
2023-2075,Guadalajara,Hard,64,P,20230918,240,213710,,,Cristina Bucsa,R,,ESP,25.7,201540,,,Kristina Mladenovic,R,184.0,FRA,30.3,6-0 6-0,3,R64,56.0,2.0,1.0,40.0,24.0,21.0,6.0,6.0,2.0,2.0,0.0,3.0,38.0,28.0,10.0,2.0,6.0,3.0,9.0,87.0,775.0,192.0,381.0
2023-2075,Guadalajara,Hard,64,P,20230918,239,204411,,,Storm Hunter,L,166.0,AUS,29.1,213576,,,Iryna Shymanovich,R,,BLR,26.2,6-3 6-4,3,R64,82.0,4.0,3.0,66.0,39.0,31.0,12.0,10.0,3.0,4.0,2.0,3.0,50.0,24.0,17.0,11.0,9.0,0.0,3.0,157.0,470.0,160.0,466.0
2023-1023,Guangzhou,Hard,32,I,20230918,300,216016,,,Xiyu Wang,L,,CHN,22.4,202663,1.0,,Magda Linette,R,171.0,POL,31.5,6-0 6-2,3,F,80.0,2.0,2.0,40.0,29.0,22.0,5.0,7.0,0.0,1.0,0.0,1.0,54.0,36.0,14.0,8.0,7.0,7.0,13.0,88.0,756.0,27.0,1666.0
2023-1023,Guangzhou,Hard,32,I,20230918,299,202663,1.0,,Magda Linette,R,171.0,POL,31.5,201709,,,Yulia Putintseva,R,163.0,KAZ,28.6,6-2 6-3,3,SF,76.0,3.0,2.0,51.0,29.0,22.0,16.0,9.0,3.0,3.0,0.0,2.0,47.0,37.0,23.0,3.0,8.0,3.0,6.0,27.0,1666.0,81.0,797.0
2023-1023,Guangzhou,Hard,32,I,20230918,298,216016,,,Xiyu Wang,L,,CHN,22.4,213889,7.0,,Greet Minnen,R,,BEL,26.0,6-3 6-4,3,SF,89.0,3.0,5.0,65.0,40.0,28.0,13.0,10.0,8.0,10.0,1.0,1.0,52.0,29.0,19.0,9.0,9.0,3.0,7.0,88.0,756.0,68.0,881.0
2023-1023,Guangzhou,Hard,32,I,20230918,297,202663,1.0,,Magda Linette,R,171.0,POL,31.5,214119,5.0,,Rebeka Masarova,R,186.0,ESP,24.1,7-5 7-6(6),3,QF,123.0,3.0,2.0,73.0,56.0,43.0,10.0,12.0,1.0,2.0,11.0,4.0,90.0,60.0,42.0,15.0,12.0,6.0,8.0,27.0,1666.0,64.0,897.0
2023-1023,Guangzhou,Hard,32,I,20230918,296,201709,,,Yulia Putintseva,R,163.0,KAZ,28.6,213583,3.0,,Tatjana Maria,R,172.0,GER,36.1,6-4 6-7(6) 6-0,3,QF,168.0,1.0,0.0,99.0,79.0,52.0,12.0,14.0,9.0,11.0,6.0,2.0,103.0,56.0,36.0,21.0,14.0,6.0,12.0,81.0,797.0,48.0,1125.0
2023-1023,Guangzhou,Hard,32,I,20230918,295,213889,7.0,,Greet Minnen,R,,BEL,26.0,214459,4.0,,Lucia Bronzetti,R,,ITA,24.7,6-7(8) 6-4 6-1,3,QF,158.0,2.0,5.0,94.0,55.0,39.0,20.0,14.0,1.0,3.0,3.0,4.0,105.0,61.0,39.0,18.0,15.0,7.0,13.0,68.0,881.0,60.0,950.0
2023-1023,Guangzhou,Hard,32,I,20230918,294,216016,,,Xiyu Wang,L,,CHN,22.4,214149,,LL,Viktoria Hruncakova,R,,SVK,25.3,6-4 4-6 6-3,3,QF,134.0,9.0,6.0,82.0,51.0,36.0,12.0,15.0,6.0,11.0,5.0,11.0,88.0,50.0,33.0,13.0,14.0,8.0,14.0,88.0,756.0,128.0,570.0
2023-1023,Guangzhou,Hard,32,I,20230918,293,202663,1.0,,Magda Linette,R,171.0,POL,31.5,201611,,,Daria Saville,R,166.0,AUS,29.5,6-0 7-6(0),3,R16,124.0,2.0,3.0,71.0,51.0,34.0,8.0,9.0,4.0,6.0,1.0,6.0,77.0,46.0,22.0,14.0,9.0,6.0,11.0,27.0,1666.0,264.0,252.0
2023-1023,Guangzhou,Hard,32,I,20230918,292,214119,5.0,,Rebeka Masarova,R,186.0,ESP,24.1,203530,,Q,Viktorija Golubic,R,169.0,SUI,30.9,6-1 3-6 7-6(7),3,R16,138.0,10.0,6.0,95.0,59.0,44.0,19.0,14.0,4.0,6.0,0.0,6.0,100.0,69.0,46.0,15.0,14.0,6.0,9.0,64.0,897.0,106.0,659.0
2023-1023,Guangzhou,Hard,32,I,20230918,291,213583,3.0,,Tatjana Maria,R,172.0,GER,36.1,222296,,WC,Zhuoxuan Bai,R,,CHN,20.8,6-1 6-2,3,R16,66.0,2.0,2.0,54.0,29.0,22.0,14.0,8.0,1.0,1.0,2.0,2.0,46.0,28.0,16.0,7.0,7.0,2.0,6.0,48.0,1125.0,129.0,561.0
2023-1023,Guangzhou,Hard,32,I,20230918,290,201709,,,Yulia Putintseva,R,163.0,KAZ,28.6,220704,,,Clara Tauson,R,182.0,DEN,20.7,3-6 7-6(5),3,R16,116.0,0.0,1.0,74.0,63.0,41.0,6.0,10.0,12.0,13.0,5.0,2.0,73.0,48.0,36.0,15.0,12.0,4.0,4.0,81.0,797.0,76.0,820.0
2023-1023,Guangzhou,Hard,32,I,20230918,289,213889,7.0,,Greet Minnen,R,,BEL,26.0,211279,,Q,Harriet Dart,R,175.0,GBR,27.1,7-6(7) 6-7(5) 6-4,3,R16,194.0,2.0,4.0,137.0,89.0,52.0,26.0,17.0,7.0,12.0,7.0,8.0,119.0,61.0,42.0,26.0,17.0,6.0,12.0,68.0,881.0,155.0,474.0
2023-1023,Guangzhou,Hard,32,I,20230918,288,214459,4.0,,Lucia Bronzetti,R,,ITA,24.7,220416,,Q,Moyuka Uchijima,R,171.0,JPN,22.1,6-3 6-3,3,R16,90.0,3.0,2.0,56.0,24.0,15.0,17.0,9.0,7.0,10.0,2.0,2.0,54.0,21.0,11.0,12.0,9.0,2.0,8.0,60.0,950.0,173.0,441.0
2023-1023,Guangzhou,Hard,32,I,20230918,287,216016,,,Xiyu Wang,L,,CHN,22.4,223670,,,Diana Shnaider,L,,RUS,19.4,6-4 7-5,3,R16,98.0,7.0,2.0,68.0,44.0,33.0,14.0,11.0,1.0,2.0,1.0,1.0,63.0,36.0,26.0,13.0,11.0,3.0,6.0,88.0,756.0,83.0,790.0
2023-1023,Guangzhou,Hard,32,I,20230918,286,214149,,LL,Viktoria Hruncakova,R,,SVK,25.3,206294,,WC,Yue Yuan,R,184.0,CHN,24.9,7-6(5) 5-7 6-4,3,R16,209.0,15.0,11.0,132.0,82.0,57.0,17.0,17.0,7.0,13.0,4.0,5.0,139.0,77.0,50.0,24.0,17.0,10.0,16.0,128.0,570.0,137.0,531.0
2023-1023,Guangzhou,Hard,32,I,20230918,285,202663,1.0,,Magda Linette,R,171.0,POL,31.5,214839,,,Jodie Burrage,R,,GBR,24.3,6-7(3) 6-0 6-2,3,R32,140.0,4.0,0.0,87.0,70.0,44.0,12.0,13.0,3.0,5.0,5.0,0.0,81.0,51.0,31.0,12.0,13.0,5.0,12.0,27.0,1666.0,91.0,748.0
2023-1023,Guangzhou,Hard,32,I,20230918,284,201611,,,Daria Saville,R,166.0,AUS,29.5,204431,,,Anna Lena Friedsam,R,,GER,29.6,3-6 6-3 6-1,3,R32,151.0,5.0,2.0,79.0,47.0,34.0,16.0,12.0,2.0,5.0,4.0,4.0,99.0,67.0,44.0,8.0,13.0,9.0,15.0,264.0,252.0,114.0,635.0
2023-1023,Guangzhou,Hard,32,I,20230918,283,203530,,Q,Viktorija Golubic,R,169.0,SUI,30.9,201606,,,Rebecca Marino,R,183.0,CAN,32.7,6-4 6-3,3,R32,76.0,3.0,3.0,59.0,38.0,28.0,11.0,9.0,2.0,4.0,11.0,1.0,60.0,42.0,27.0,3.0,10.0,2.0,7.0,106.0,659.0,138.0,529.0
2023-1023,Guangzhou,Hard,32,I,20230918,282,214119,5.0,,Rebeka Masarova,R,186.0,ESP,24.1,203462,,,Kateryna Baindl,R,175.0,UKR,29.5,7-5 6-2,3,R32,99.0,11.0,5.0,67.0,39.0,28.0,14.0,10.0,5.0,7.0,0.0,3.0,67.0,48.0,28.0,7.0,10.0,6.0,11.0,64.0,897.0,86.0,776.0
2023-1023,Guangzhou,Hard,32,I,20230918,281,213583,3.0,,Tatjana Maria,R,172.0,GER,36.1,223253,,Q,Alexandra Eala,L,173.0,PHI,18.3,6-3 6-0,3,R32,79.0,4.0,3.0,52.0,33.0,25.0,10.0,8.0,0.0,0.0,0.0,4.0,50.0,28.0,15.0,10.0,7.0,3.0,7.0,48.0,1125.0,191.0,382.0
2023-1023,Guangzhou,Hard,32,I,20230918,280,222296,,WC,Zhuoxuan Bai,R,,CHN,20.8,202604,,Q,Despina Papamichail,R,178.0,GRE,30.6,6-3 7-5,3,R32,117.0,3.0,2.0,69.0,47.0,30.0,13.0,10.0,3.0,5.0,3.0,0.0,79.0,56.0,30.0,11.0,11.0,7.0,12.0,129.0,561.0,190.0,382.0
2023-1023,Guangzhou,Hard,32,I,20230918,279,201709,,,Yulia Putintseva,R,163.0,KAZ,28.6,214646,,WC,Xiaodi You,U,,CHN,27.3,6-4 6-0,3,R32,106.0,0.0,2.0,54.0,46.0,31.0,4.0,8.0,3.0,4.0,1.0,4.0,74.0,47.0,23.0,11.0,8.0,6.0,11.0,81.0,797.0,213.0,345.0
2023-1023,Guangzhou,Hard,32,I,20230918,278,220704,,,Clara Tauson,R,182.0,DEN,20.7,222258,6.0,,Linda Fruhvirtova,R,,CZE,18.3,6-2 7-6(6),3,R32,109.0,3.0,3.0,67.0,42.0,25.0,16.0,10.0,1.0,3.0,1.0,2.0,66.0,40.0,25.0,12.0,10.0,2.0,6.0,76.0,820.0,117.0,614.0
2023-1023,Guangzhou,Hard,32,I,20230918,277,213889,7.0,,Greet Minnen,R,,BEL,26.0,220348,,,Diane Parry,R,170.0,FRA,21.0,6-2 6-2,3,R32,94.0,3.0,2.0,61.0,40.0,27.0,12.0,8.0,8.0,8.0,7.0,1.0,59.0,27.0,19.0,11.0,8.0,3.0,7.0,68.0,881.0,98.0,709.0
2023-1023,Guangzhou,Hard,32,I,20230918,276,211279,,Q,Harriet Dart,R,175.0,GBR,27.1,215898,,,Jule Niemeier,R,178.0,GER,24.1,6-3 6-2,3,R32,77.0,0.0,4.0,40.0,19.0,18.0,12.0,8.0,2.0,3.0,3.0,11.0,63.0,26.0,18.0,12.0,9.0,6.0,11.0,155.0,474.0,136.0,533.0
2023-1023,Guangzhou,Hard,32,I,20230918,275,220416,,Q,Moyuka Uchijima,R,171.0,JPN,22.1,211316,,LL,Jessika Ponchet,R,,FRA,26.9,7-5 3-6 6-3,3,R32,143.0,8.0,9.0,91.0,49.0,38.0,21.0,15.0,5.0,8.0,4.0,4.0,105.0,61.0,41.0,20.0,15.0,7.0,11.0,173.0,441.0,149.0,493.0
2023-1023,Guangzhou,Hard,32,I,20230918,274,214459,4.0,,Lucia Bronzetti,R,,ITA,24.7,222390,,Q,Ya Yi Yang,L,,TPE,19.3,6-1 6-0,3,R32,60.0,2.0,1.0,41.0,27.0,21.0,9.0,7.0,1.0,1.0,0.0,3.0,45.0,27.0,11.0,7.0,6.0,4.0,9.0,60.0,950.0,236.0,302.0
2023-1023,Guangzhou,Hard,32,I,20230918,273,223670,,,Diana Shnaider,L,,RUS,19.4,214906,8.0,,Claire Liu,R,170.0,USA,23.3,6-1 6-3,3,R32,75.0,2.0,2.0,44.0,26.0,19.0,10.0,8.0,1.0,3.0,0.0,1.0,50.0,32.0,15.0,5.0,8.0,2.0,8.0,83.0,790.0,69.0,879.0
2023-1023,Guangzhou,Hard,32,I,20230918,272,216016,,,Xiyu Wang,L,,CHN,22.4,206408,,,Nadia Podoroska,R,170.0,ARG,26.6,6-3 6-3,3,R32,77.0,2.0,1.0,43.0,30.0,23.0,11.0,9.0,0.0,1.0,3.0,4.0,61.0,38.0,21.0,12.0,9.0,4.0,8.0,88.0,756.0,84.0,786.0
2023-1023,Guangzhou,Hard,32,I,20230918,271,206294,,WC,Yue Yuan,R,184.0,CHN,24.9,211337,,,Tamara Korpatsch,R,170.0,GER,28.3,6-3 7-6(5),3,R32,128.0,4.0,0.0,71.0,38.0,26.0,19.0,11.0,2.0,4.0,6.0,6.0,88.0,54.0,34.0,14.0,10.0,8.0,11.0,137.0,531.0,78.0,808.0
2023-1023,Guangzhou,Hard,32,I,20230918,270,214149,,LL,Viktoria Hruncakova,R,,SVK,25.3,214939,,,Anna Kalinskaya,R,175.0,RUS,24.7,7-6(4) 3-6 6-3,3,R32,119.0,8.0,5.0,89.0,58.0,48.0,16.0,15.0,0.0,2.0,2.0,0.0,86.0,64.0,48.0,10.0,15.0,0.0,2.0,128.0,570.0,77.0,814.0
2023-2092,Ningbo,Hard,32,I,20230925,300,202460,1.0,,Ons Jabeur,R,167.0,TUN,29.0,223670,,,Diana Shnaider,L,,RUS,19.4,6-2 6-1,3,F,78.0,3.0,1.0,42.0,26.0,21.0,10.0,7.0,3.0,3.0,0.0,0.0,59.0,39.0,18.0,9.0,8.0,5.0,10.0,7.0,3875.0,85.0,791.0
2023-2092,Ningbo,Hard,32,I,20230925,299,202460,1.0,,Ons Jabeur,R,167.0,TUN,29.0,206408,,,Nadia Podoroska,R,170.0,ARG,26.6,6-3 1-6 6-2,3,SF,111.0,0.0,2.0,73.0,47.0,30.0,13.0,12.0,1.0,4.0,0.0,3.0,72.0,44.0,30.0,12.0,12.0,6.0,10.0,7.0,3875.0,87.0,786.0
2023-2092,Ningbo,Hard,32,I,20230925,298,223670,,,Diana Shnaider,L,,RUS,19.4,222258,,,Linda Fruhvirtova,R,,CZE,18.4,6-4 6-1,3,SF,100.0,3.0,2.0,50.0,32.0,23.0,7.0,8.0,1.0,3.0,3.0,5.0,84.0,44.0,23.0,15.0,9.0,8.0,14.0,85.0,791.0,117.0,614.0
2023-2092,Ningbo,Hard,32,I,20230925,297,202460,1.0,,Ons Jabeur,R,167.0,TUN,29.0,201329,,WC,Vera Zvonareva,R,172.0,RUS,39.0,7-5 4-6 6-1,3,QF,156.0,6.0,4.0,108.0,58.0,36.0,20.0,15.0,10.0,16.0,0.0,9.0,97.0,56.0,30.0,16.0,14.0,5.0,13.0,7.0,3875.0,526.0,92.0
2023-2092,Ningbo,Hard,32,I,20230925,296,206408,,,Nadia Podoroska,R,170.0,ARG,26.6,211701,,,Katerina Siniakova,R,174.0,CZE,27.3,6-1 6-1,3,QF,92.0,0.0,3.0,53.0,24.0,19.0,17.0,7.0,5.0,5.0,2.0,4.0,62.0,37.0,18.0,11.0,7.0,12.0,17.0,87.0,786.0,90.0,750.0
2023-2092,Ningbo,Hard,32,I,20230925,295,222258,,,Linda Fruhvirtova,R,,CZE,18.4,214459,8.0,,Lucia Bronzetti,R,,ITA,24.7,6-0 6-3,3,QF,73.0,3.0,1.0,54.0,39.0,27.0,8.0,8.0,7.0,8.0,1.0,4.0,47.0,35.0,19.0,1.0,7.0,3.0,8.0,117.0,614.0,65.0,962.0
2023-2092,Ningbo,Hard,32,I,20230925,294,223670,,,Diana Shnaider,L,,RUS,19.4,201520,2.0,,Petra Kvitova,L,183.0,CZE,33.5,6-1 4-6 6-3,3,QF,121.0,3.0,1.0,85.0,47.0,28.0,23.0,13.0,7.0,10.0,6.0,8.0,71.0,45.0,25.0,12.0,13.0,3.0,9.0,85.0,791.0,14.0,2695.0
2023-2092,Ningbo,Hard,32,I,20230925,293,202460,1.0,,Ons Jabeur,R,167.0,TUN,29.0,211337,,,Tamara Korpatsch,R,170.0,GER,28.3,6-3 6-2,3,R16,84.0,0.0,2.0,55.0,39.0,28.0,9.0,8.0,2.0,2.0,1.0,3.0,62.0,39.0,24.0,7.0,9.0,5.0,9.0,7.0,3875.0,107.0,657.0
2023-2092,Ningbo,Hard,32,I,20230925,292,201329,,WC,Vera Zvonareva,R,172.0,RUS,39.0,220704,,,Clara Tauson,R,182.0,DEN,20.7,6-4 1-0 RET,3,R16,61.0,1.0,6.0,47.0,25.0,17.0,11.0,6.0,3.0,4.0,0.0,2.0,33.0,21.0,13.0,6.0,6.0,2.0,4.0,526.0,92.0,76.0,837.0
2023-2092,Ningbo,Hard,32,I,20230925,291,211701,,,Katerina Siniakova,R,174.0,CZE,27.3,201514,3.0,,Sorana Cirstea,R,176.0,ROU,33.4,6-3 7-5,3,R16,110.0,0.0,6.0,79.0,44.0,20.0,18.0,10.0,7.0,13.0,1.0,3.0,74.0,38.0,15.0,14.0,11.0,9.0,18.0,90.0,750.0,26.0,1760.0
2023-2092,Ningbo,Hard,32,I,20230925,290,206408,,,Nadia Podoroska,R,170.0,ARG,26.6,202443,,Q,Valeria Savinykh,R,167.0,RUS,32.5,4-6 6-0 6-2,3,R16,124.0,1.0,7.0,87.0,53.0,34.0,14.0,12.0,8.0,12.0,1.0,3.0,69.0,44.0,23.0,8.0,12.0,4.0,12.0,87.0,786.0,164.0,469.0
2023-2092,Ningbo,Hard,32,I,20230925,289,214459,8.0,,Lucia Bronzetti,R,,ITA,24.7,203462,,,Kateryna Baindl,R,175.0,UKR,29.5,6-3 6-3,3,R16,79.0,3.0,2.0,46.0,27.0,23.0,14.0,9.0,0.0,0.0,0.0,3.0,50.0,31.0,20.0,8.0,9.0,1.0,4.0,65.0,962.0,88.0,776.0
2023-2092,Ningbo,Hard,32,I,20230925,288,222258,,,Linda Fruhvirtova,R,,CZE,18.4,215020,4.0,,Anna Blinkova,R,179.0,RUS,25.0,6-3 3-6 6-1,3,R16,133.0,6.0,4.0,94.0,62.0,47.0,15.0,13.0,6.0,7.0,4.0,6.0,80.0,44.0,29.0,20.0,12.0,4.0,7.0,117.0,614.0,40.0,1263.0
2023-2092,Ningbo,Hard,32,I,20230925,287,223670,,,Diana Shnaider,L,,RUS,19.4,215872,,,Kamilla Rakhimova,R,,RUS,22.0,6-3 6-2,3,R16,70.0,1.0,2.0,50.0,32.0,21.0,9.0,9.0,1.0,3.0,0.0,2.0,46.0,21.0,13.0,8.0,8.0,2.0,7.0,85.0,791.0,77.0,826.0
2023-2092,Ningbo,Hard,32,I,20230925,286,201520,2.0,,Petra Kvitova,L,183.0,CZE,33.5,201709,,,Yulia Putintseva,R,163.0,KAZ,28.7,W/O,3,R16,,,,,,,,,,,,,,,,,,,,14.0,2695.0,73.0,877.0
2023-2092,Ningbo,Hard,32,I,20230925,285,202460,1.0,,Ons Jabeur,R,167.0,TUN,29.0,220348,,,Diane Parry,R,170.0,FRA,21.0,7-6(3) 7-5,3,R32,136.0,8.0,9.0,94.0,54.0,38.0,18.0,12.0,12.0,15.0,2.0,8.0,74.0,39.0,26.0,14.0,12.0,2.0,6.0,7.0,3875.0,99.0,709.0
2023-2092,Ningbo,Hard,32,I,20230925,284,211337,,,Tamara Korpatsch,R,170.0,GER,28.3,214839,,Q,Jodie Burrage,R,,GBR,24.3,6-2 7-6(1),3,R32,98.0,1.0,5.0,59.0,32.0,21.0,14.0,10.0,0.0,4.0,1.0,7.0,75.0,45.0,25.0,9.0,10.0,7.0,13.0,107.0,657.0,91.0,748.0
2023-2092,Ningbo,Hard,32,I,20230925,283,220704,,,Clara Tauson,R,182.0,DEN,20.7,220589,,,Elina Avanesyan,R,,ARM,21.0,6-4 6-1,3,R32,77.0,4.0,0.0,51.0,35.0,25.0,11.0,8.0,4.0,4.0,0.0,0.0,57.0,41.0,24.0,7.0,9.0,1.0,5.0,76.0,837.0,68.0,931.0
2023-2092,Ningbo,Hard,32,I,20230925,282,201329,,WC,Vera Zvonareva,R,172.0,RUS,39.0,211107,7.0,,Katie Boulter,R,180.0,GBR,27.1,6-4 4-6 7-6(3),3,R32,191.0,1.0,12.0,124.0,82.0,52.0,14.0,16.0,5.0,12.0,3.0,12.0,117.0,60.0,39.0,21.0,16.0,9.0,16.0,526.0,92.0,54.0,1057.0
2023-2092,Ningbo,Hard,32,I,20230925,281,201514,3.0,,Sorana Cirstea,R,176.0,ROU,33.4,214906,,,Claire Liu,R,170.0,USA,23.3,7-5 4-6 6-3,3,R32,172.0,1.0,10.0,110.0,66.0,42.0,23.0,16.0,5.0,9.0,3.0,3.0,92.0,55.0,35.0,16.0,15.0,6.0,11.0,26.0,1760.0,83.0,797.0
2023-2092,Ningbo,Hard,32,I,20230925,280,211701,,,Katerina Siniakova,R,174.0,CZE,27.3,216097,,LL,Elizabeth Mandlik,R,,USA,22.3,6-0 6-4,3,R32,79.0,1.0,6.0,57.0,40.0,23.0,10.0,8.0,6.0,8.0,0.0,3.0,49.0,26.0,12.0,7.0,8.0,4.0,10.0,90.0,750.0,142.0,519.0
2023-2092,Ningbo,Hard,32,I,20230925,279,206408,,,Nadia Podoroska,R,170.0,ARG,26.6,216016,,WC,Xiyu Wang,L,,CHN,22.4,7-6(3) 6-4,3,R32,149.0,1.0,9.0,87.0,48.0,33.0,17.0,11.0,5.0,8.0,2.0,7.0,91.0,62.0,34.0,15.0,11.0,7.0,11.0,87.0,786.0,58.0,1018.0
2023-2092,Ningbo,Hard,32,I,20230925,278,202443,,Q,Valeria Savinykh,R,167.0,RUS,32.5,219875,5.0,,Varvara Gracheva,R,,FRA,23.1,7-5 7-5,3,R32,125.0,2.0,5.0,94.0,46.0,31.0,24.0,12.0,8.0,11.0,2.0,4.0,69.0,41.0,24.0,13.0,12.0,5.0,10.0,164.0,469.0,48.0,1178.0
2023-2092,Ningbo,Hard,32,I,20230925,277,214459,8.0,,Lucia Bronzetti,R,,ITA,24.7,213525,,Q,Jil Teichmann,L,170.0,SUI,26.1,7-6(6) 6-4,3,R32,140.0,0.0,3.0,74.0,43.0,23.0,17.0,11.0,3.0,7.0,2.0,4.0,81.0,54.0,29.0,14.0,11.0,3.0,8.0,65.0,962.0,145.0,517.0
2023-2092,Ningbo,Hard,32,I,20230925,276,203462,,,Kateryna Baindl,R,175.0,UKR,29.5,206294,,WC,Yue Yuan,R,184.0,CHN,24.9,3-6 6-4 6-3,3,R32,133.0,2.0,6.0,77.0,50.0,35.0,13.0,14.0,1.0,4.0,4.0,1.0,74.0,48.0,35.0,13.0,14.0,1.0,5.0,88.0,776.0,147.0,513.0
2023-2092,Ningbo,Hard,32,I,20230925,275,222258,,,Linda Fruhvirtova,R,,CZE,18.4,214119,,,Rebeka Masarova,R,186.0,ESP,24.1,1-6 6-2 1-0 RET,3,R32,83.0,1.0,6.0,57.0,29.0,18.0,11.0,8.0,3.0,7.0,3.0,6.0,48.0,30.0,20.0,6.0,8.0,1.0,5.0,117.0,614.0,67.0,937.0
2023-2092,Ningbo,Hard,32,I,20230925,274,215020,4.0,,Anna Blinkova,R,179.0,RUS,25.0,214149,,Q,Viktoria Hruncakova,R,,SVK,25.3,6-3 7-5,3,R32,92.0,3.0,5.0,69.0,38.0,28.0,15.0,10.0,6.0,8.0,0.0,5.0,62.0,36.0,23.0,10.0,11.0,3.0,8.0,40.0,1263.0,113.0,634.0
