tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2020-1096,Hua Hin,Hard,32,I,20200210,300,202663,5,,Magda Linette,R,171.0,POL,27.9,215259,,Q,Leonie Kung,R,176.0,SUI,19.3,6-3 6-2,3,F,76.0,3.0,1.0,51.0,29.0,24.0,13.0,9.0,1.0,1.0,5.0,1.0,55.0,32.0,24.0,6.0,8.0,3.0,6.0,42.0,1212.0,283.0,196.0
2020-1096,Hua Hin,Hard,32,I,20200210,299,215259,,Q,Leonie Kung,R,176.0,SUI,19.3,211702,8,,Nao Hibino,R,163.0,JPN,25.2,7-5 4-6 6-3,3,SF,149.0,0.0,1.0,105.0,72.0,45.0,13.0,16.0,7.0,13.0,0.0,4.0,101.0,73.0,38.0,11.0,15.0,9.0,16.0,283.0,196.0,84.0,740.0
2020-1096,Hua Hin,Hard,32,I,20200210,298,202663,5,,Magda Linette,R,171.0,POL,27.9,206255,,,Patricia Maria Tig,R,,ROU,25.5,7-5 6-4,3,SF,94.0,5.0,5.0,67.0,42.0,30.0,10.0,11.0,4.0,7.0,4.0,8.0,75.0,36.0,23.0,15.0,11.0,4.0,9.0,42.0,1212.0,105.0,623.0
2020-1096,Hua Hin,Hard,32,I,20200210,297,211702,8,,Nao Hibino,R,163.0,JPN,25.2,202494,1,,Elina Svitolina,R,174.0,UKR,25.4,6-4 6-2,3,QF,77.0,1.0,1.0,58.0,36.0,25.0,12.0,9.0,4.0,6.0,2.0,3.0,58.0,34.0,17.0,12.0,9.0,3.0,8.0,84.0,740.0,4.0,4775.0
2020-1096,Hua Hin,Hard,32,I,20200210,296,215259,,Q,Leonie Kung,R,176.0,SUI,19.3,202492,3,,Qiang Wang,R,172.0,CHN,28.0,7-5 4-6 6-4,3,QF,137.0,1.0,3.0,93.0,54.0,29.0,22.0,16.0,7.0,13.0,1.0,3.0,104.0,66.0,37.0,20.0,16.0,7.0,14.0,283.0,196.0,27.0,1703.0
2020-1096,Hua Hin,Hard,32,I,20200210,295,206255,,,Patricia Maria Tig,R,,ROU,25.5,202453,4,,Saisai Zheng,R,170.0,CHN,26.0,6-4 6-2,3,QF,99.0,0.0,7.0,66.0,41.0,25.0,14.0,9.0,10.0,12.0,0.0,2.0,58.0,38.0,22.0,7.0,9.0,5.0,10.0,105.0,623.0,36.0,1380.0
2020-1096,Hua Hin,Hard,32,I,20200210,294,202663,5,,Magda Linette,R,171.0,POL,27.9,216016,,,Xiyu Wang,L,,CHN,18.8,2-6 6-3 6-3,3,QF,116.0,2.0,2.0,89.0,66.0,43.0,10.0,13.0,10.0,13.0,3.0,6.0,74.0,39.0,28.0,17.0,13.0,0.0,4.0,42.0,1212.0,134.0,455.0
2020-1096,Hua Hin,Hard,32,I,20200210,293,202494,1,,Elina Svitolina,R,174.0,UKR,25.4,204411,,Q,Storm Hunter,L,166.0,AUS,25.5,6-1 6-2,3,R16,57.0,5.0,1.0,41.0,28.0,23.0,8.0,8.0,1.0,2.0,1.0,4.0,48.0,18.0,9.0,11.0,7.0,4.0,9.0,4.0,4775.0,319.0,159.0
2020-1096,Hua Hin,Hard,32,I,20200210,292,211702,8,,Nao Hibino,R,163.0,JPN,25.2,204223,,LL,Peangtarn Plipuech,R,169.0,THA,27.2,6-0 6-1,3,R16,53.0,3.0,2.0,38.0,27.0,23.0,6.0,7.0,0.0,0.0,0.0,1.0,42.0,29.0,12.0,5.0,6.0,5.0,10.0,84.0,740.0,286.0,194.0
2020-1096,Hua Hin,Hard,32,I,20200210,291,202492,3,,Qiang Wang,R,172.0,CHN,28.0,203514,,,Katarzyna Kawa,R,178.0,POL,27.2,6-3 6-4,3,R16,89.0,0.0,3.0,52.0,26.0,20.0,12.0,9.0,1.0,3.0,0.0,5.0,74.0,47.0,30.0,7.0,10.0,9.0,14.0,27.0,1703.0,128.0,485.0
2020-1096,Hua Hin,Hard,32,I,20200210,290,215259,,Q,Leonie Kung,R,176.0,SUI,19.3,202684,7,,Lin Zhu,R,173.0,CHN,26.0,6-3 6-1,3,R16,70.0,3.0,1.0,54.0,40.0,26.0,9.0,8.0,2.0,3.0,0.0,2.0,52.0,29.0,14.0,9.0,8.0,5.0,10.0,283.0,196.0,70.0,855.0
2020-1096,Hua Hin,Hard,32,I,20200210,289,206255,,,Patricia Maria Tig,R,,ROU,25.5,214646,,,Xiaodi You,U,,CHN,23.7,6-1 6-3,3,R16,74.0,1.0,8.0,46.0,25.0,19.0,8.0,8.0,1.0,3.0,4.0,2.0,54.0,27.0,13.0,10.0,8.0,2.0,8.0,105.0,623.0,210.0,283.0
2020-1096,Hua Hin,Hard,32,I,20200210,288,202453,4,,Saisai Zheng,R,170.0,CHN,26.0,215314,,Q,En Shuo Liang,U,,TPE,19.3,6-4 6-3,3,R16,80.0,2.0,1.0,55.0,42.0,30.0,6.0,9.0,4.0,6.0,0.0,3.0,59.0,36.0,20.0,11.0,10.0,3.0,8.0,36.0,1380.0,238.0,242.0
2020-1096,Hua Hin,Hard,32,I,20200210,287,202663,5,,Magda Linette,R,171.0,POL,27.9,201397,,,Shuai Peng,R,173.0,CHN,34.0,7-5 6-1,3,R16,95.0,2.0,3.0,58.0,31.0,25.0,14.0,10.0,2.0,4.0,0.0,3.0,79.0,53.0,26.0,12.0,9.0,6.0,11.0,42.0,1212.0,106.0,613.0
2020-1096,Hua Hin,Hard,32,I,20200210,286,216016,,,Xiyu Wang,L,,CHN,18.8,202482,,,Barbara Haas,R,165.0,AUT,23.8,6-3 6-4,3,R16,97.0,6.0,3.0,56.0,37.0,29.0,8.0,10.0,3.0,5.0,1.0,9.0,79.0,41.0,25.0,15.0,9.0,10.0,14.0,134.0,455.0,140.0,431.0
2020-1096,Hua Hin,Hard,32,I,20200210,285,202494,1,,Elina Svitolina,R,174.0,UKR,25.4,202457,,,Bibiane Schoofs,R,170.0,NED,31.7,6-2 6-4,3,R32,79.0,3.0,5.0,68.0,40.0,24.0,16.0,9.0,7.0,9.0,1.0,11.0,62.0,38.0,23.0,6.0,9.0,4.0,9.0,4.0,4775.0,195.0,297.0
2020-1096,Hua Hin,Hard,32,I,20200210,284,204411,,Q,Storm Hunter,L,166.0,AUS,25.5,205918,,Q,Ulrikke Eikeri,R,,NOR,27.1,6-3 6-4,3,R32,76.0,3.0,3.0,69.0,38.0,22.0,17.0,10.0,4.0,7.0,2.0,3.0,60.0,35.0,19.0,10.0,9.0,4.0,9.0,319.0,159.0,243.0,235.0
2020-1096,Hua Hin,Hard,32,I,20200210,283,204223,,LL,Peangtarn Plipuech,R,169.0,THA,27.2,203564,,,Chloe Paquet,R,179.0,FRA,25.6,7-6(3) 3-6 6-4,3,R32,168.0,0.0,1.0,114.0,65.0,36.0,21.0,16.0,7.0,15.0,2.0,8.0,94.0,53.0,29.0,17.0,15.0,6.0,13.0,286.0,194.0,165.0,359.0
2020-1096,Hua Hin,Hard,32,I,20200210,282,211702,8,,Nao Hibino,R,163.0,JPN,25.2,201613,,,Arina Rodionova,R,168.0,AUS,30.1,7-6(5) 7-5,3,R32,116.0,0.0,5.0,94.0,57.0,34.0,10.0,12.0,10.0,17.0,1.0,8.0,69.0,36.0,16.0,10.0,12.0,0.0,8.0,84.0,740.0,148.0,407.0
2020-1096,Hua Hin,Hard,32,I,20200210,281,202492,3,,Qiang Wang,R,172.0,CHN,28.0,201580,,,Xinyun Han,L,172.0,CHN,29.7,6-1 6-1,3,R32,59.0,1.0,1.0,41.0,23.0,17.0,12.0,7.0,1.0,1.0,0.0,6.0,45.0,19.0,11.0,9.0,7.0,2.0,7.0,27.0,1703.0,187.0,313.0
2020-1096,Hua Hin,Hard,32,I,20200210,280,203514,,,Katarzyna Kawa,R,178.0,POL,27.2,206102,,,Ankita Raina,R,163.0,IND,27.0,3-6 6-0 6-1,3,R32,100.0,0.0,7.0,76.0,41.0,28.0,16.0,11.0,9.0,12.0,0.0,0.0,57.0,33.0,13.0,10.0,11.0,2.0,9.0,128.0,485.0,175.0,339.0
2020-1096,Hua Hin,Hard,32,I,20200210,279,215259,,Q,Leonie Kung,R,176.0,SUI,19.3,211756,,WC,Patcharin Cheapchandej,R,,THA,25.1,6-0 6-3,3,R32,51.0,1.0,2.0,36.0,23.0,13.0,8.0,7.0,1.0,3.0,1.0,8.0,51.0,26.0,12.0,5.0,8.0,1.0,8.0,283.0,196.0,731.0,31.0
2020-1096,Hua Hin,Hard,32,I,20200210,278,202684,7,,Lin Zhu,R,173.0,CHN,26.0,202491,,,Varvara Flink,R,175.0,RUS,23.1,6-4 6-2,3,R32,82.0,2.0,0.0,62.0,40.0,27.0,12.0,9.0,5.0,7.0,1.0,2.0,58.0,43.0,24.0,4.0,9.0,5.0,10.0,70.0,855.0,135.0,451.0
2020-1096,Hua Hin,Hard,32,I,20200210,277,206255,,,Patricia Maria Tig,R,,ROU,25.5,206374,6,,Yafan Wang,R,170.0,CHN,25.7,6-1 1-6 7-6(5),3,R32,133.0,2.0,8.0,81.0,50.0,34.0,14.0,13.0,2.0,6.0,1.0,5.0,79.0,45.0,32.0,14.0,13.0,2.0,6.0,105.0,623.0,56.0,1015.0
2020-1096,Hua Hin,Hard,32,I,20200210,276,214646,,,Xiaodi You,U,,CHN,23.7,206391,,Q,Ellen Perez,L,169.0,AUS,24.3,7-6(4) 6-2,3,R32,103.0,1.0,5.0,75.0,36.0,24.0,21.0,10.0,5.0,7.0,2.0,4.0,80.0,40.0,21.0,22.0,10.0,5.0,9.0,210.0,283.0,251.0,229.0
2020-1096,Hua Hin,Hard,32,I,20200210,275,215314,,Q,En Shuo Liang,U,,TPE,19.3,216133,,,Xin Yu Wang,R,182.0,CHN,18.3,6-3 6-0,3,R32,52.0,1.0,3.0,40.0,26.0,22.0,9.0,8.0,0.0,1.0,3.0,4.0,51.0,27.0,18.0,4.0,7.0,4.0,9.0,238.0,242.0,141.0,430.0
2020-1096,Hua Hin,Hard,32,I,20200210,274,202453,4,,Saisai Zheng,R,170.0,CHN,26.0,210337,,,Natalija Stevanovic,R,,SRB,25.5,7-6(6) 6-0,3,R32,110.0,0.0,2.0,55.0,39.0,28.0,5.0,9.0,1.0,3.0,1.0,5.0,69.0,31.0,21.0,11.0,9.0,5.0,10.0,36.0,1380.0,183.0,321.0
2020-1096,Hua Hin,Hard,32,I,20200210,273,202663,5,,Magda Linette,R,171.0,POL,27.9,201435,,,Kateryna Bondarenko,R,175.0,UKR,33.5,6-2 6-2,3,R32,66.0,5.0,3.0,54.0,33.0,21.0,11.0,8.0,4.0,6.0,0.0,7.0,58.0,30.0,16.0,8.0,8.0,4.0,10.0,42.0,1212.0,495.0,76.0
2020-1096,Hua Hin,Hard,32,I,20200210,272,201397,,,Shuai Peng,R,173.0,CHN,34.0,206294,,,Yue Yuan,R,184.0,CHN,21.3,6-1 6-0,3,R32,47.0,1.0,1.0,34.0,23.0,20.0,8.0,7.0,0.0,0.0,1.0,6.0,34.0,15.0,8.0,4.0,6.0,4.0,9.0,106.0,613.0,205.0,284.0
2020-1096,Hua Hin,Hard,32,I,20200210,271,202482,,,Barbara Haas,R,165.0,AUT,23.8,214540,,Q,Chihiro Muramatsu,L,161.0,JPN,21.7,3-6 7-5 6-3,3,R32,165.0,2.0,12.0,106.0,65.0,40.0,18.0,15.0,8.0,13.0,0.0,2.0,96.0,68.0,38.0,12.0,15.0,4.0,10.0,140.0,431.0,214.0,276.0
2020-1096,Hua Hin,Hard,32,I,20200210,270,216016,,,Xiyu Wang,L,,CHN,18.8,201549,2,,Petra Martic,R,181.0,CRO,29.0,6-3 6-4,3,R32,88.0,4.0,4.0,69.0,43.0,33.0,14.0,10.0,6.0,6.0,2.0,7.0,56.0,33.0,21.0,13.0,9.0,1.0,3.0,134.0,455.0,15.0,2586.0
2020-1086,St. Petersburg,Hard,32,P,20200210,300,202428,2,,Kiki Bertens,R,182.0,NED,28.1,214981,8,,Elena Rybakina,R,184.0,KAZ,20.6,6-1 6-3,3,F,74.0,6.0,5.0,53.0,34.0,27.0,9.0,8.0,5.0,5.0,3.0,3.0,55.0,33.0,19.0,9.0,8.0,4.0,8.0,8.0,3965.0,25.0,1866.0
2020-1086,St. Petersburg,Hard,32,P,20200210,299,214981,8,,Elena Rybakina,R,184.0,KAZ,20.6,206289,6,,Maria Sakkari,R,172.0,GRE,24.5,3-6 7-5 6-1,3,SF,114.0,5.0,2.0,76.0,47.0,30.0,15.0,14.0,1.0,6.0,3.0,5.0,91.0,56.0,33.0,13.0,14.0,7.0,14.0,25.0,1866.0,21.0,1955.0
2020-1086,St. Petersburg,Hard,32,P,20200210,298,202428,2,,Kiki Bertens,R,182.0,NED,28.1,206420,,,Ekaterina Alexandrova,R,175.0,RUS,25.2,6-1 4-6 6-1,3,SF,101.0,7.0,5.0,72.0,48.0,37.0,11.0,12.0,5.0,7.0,6.0,8.0,87.0,51.0,34.0,11.0,12.0,4.0,10.0,8.0,3965.0,28.0,1700.0
2020-1086,St. Petersburg,Hard,32,P,20200210,297,206289,6,,Maria Sakkari,R,172.0,GRE,24.5,202505,1,,Belinda Bencic,R,175.0,SUI,22.9,2-6 6-4 6-3,3,QF,128.0,1.0,8.0,94.0,55.0,37.0,18.0,14.0,3.0,7.0,2.0,8.0,86.0,46.0,33.0,18.0,13.0,6.0,10.0,21.0,1955.0,5.0,4675.0
2020-1086,St. Petersburg,Hard,32,P,20200210,296,214981,8,,Elena Rybakina,R,184.0,KAZ,20.6,206219,,Q,Oceane Dodin,R,,FRA,23.2,6-7(5) 7-5 6-2,3,QF,147.0,15.0,4.0,109.0,56.0,42.0,29.0,16.0,6.0,8.0,7.0,6.0,114.0,57.0,41.0,26.0,16.0,9.0,14.0,25.0,1866.0,159.0,370.0
2020-1086,St. Petersburg,Hard,32,P,20200210,295,206420,,,Ekaterina Alexandrova,R,175.0,RUS,25.2,201520,3,,Petra Kvitova,L,183.0,CZE,29.9,W/O,3,QF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1700.0,11.0,3466.0
2020-1086,St. Petersburg,Hard,32,P,20200210,294,202428,2,,Kiki Bertens,R,182.0,NED,28.1,215713,,Q,Anastasia Potapova,R,175.0,RUS,18.8,6-4 7-6(3),3,QF,110.0,5.0,8.0,104.0,66.0,47.0,13.0,11.0,14.0,17.0,1.0,2.0,62.0,38.0,20.0,14.0,11.0,2.0,6.0,8.0,3965.0,101.0,651.0
2020-1086,St. Petersburg,Hard,32,P,20200210,293,202505,1,,Belinda Bencic,R,175.0,SUI,22.9,201320,,WC,Svetlana Kuznetsova,R,174.0,RUS,34.6,7-6(4) 6-4,3,R16,104.0,2.0,5.0,69.0,38.0,26.0,16.0,11.0,3.0,6.0,4.0,5.0,84.0,57.0,40.0,8.0,11.0,4.0,8.0,5.0,4675.0,49.0,1123.0
2020-1086,St. Petersburg,Hard,32,P,20200210,292,206289,6,,Maria Sakkari,R,172.0,GRE,24.5,201427,,Q,Alize Cornet,R,173.0,FRA,30.0,6-2 6-4,3,R16,85.0,2.0,2.0,67.0,42.0,29.0,12.0,9.0,8.0,10.0,3.0,5.0,54.0,32.0,21.0,6.0,9.0,2.0,7.0,21.0,1955.0,61.0,965.0
2020-1086,St. Petersburg,Hard,32,P,20200210,291,206219,,Q,Oceane Dodin,R,,FRA,23.2,202427,4,,Johanna Konta,R,180.0,GBR,28.7,6-3 6-4,3,R16,87.0,7.0,7.0,67.0,35.0,31.0,15.0,10.0,2.0,2.0,1.0,2.0,54.0,30.0,19.0,14.0,9.0,2.0,4.0,159.0,370.0,14.0,2753.0
2020-1086,St. Petersburg,Hard,32,P,20200210,290,214981,8,,Elena Rybakina,R,184.0,KAZ,20.6,211539,,LL,Fiona Ferro,R,170.0,FRA,22.9,6-3 6-4,3,R16,72.0,9.0,1.0,47.0,30.0,24.0,11.0,10.0,1.0,3.0,1.0,3.0,61.0,40.0,23.0,9.0,9.0,4.0,8.0,25.0,1866.0,58.0,1004.0
2020-1086,St. Petersburg,Hard,32,P,20200210,289,206420,,,Ekaterina Alexandrova,R,175.0,RUS,25.2,202499,7,,Donna Vekic,R,179.0,CRO,23.6,6-1 7-5,3,R16,80.0,2.0,1.0,59.0,33.0,19.0,13.0,9.0,6.0,9.0,0.0,5.0,64.0,44.0,22.0,5.0,10.0,6.0,13.0,28.0,1700.0,23.0,1935.0
2020-1086,St. Petersburg,Hard,32,P,20200210,288,201520,3,,Petra Kvitova,L,183.0,CZE,29.9,202421,,,Alison Van Uytvanck,R,173.0,BEL,25.8,7-6(1) 1-6 6-2,3,R16,136.0,5.0,9.0,109.0,67.0,42.0,17.0,13.0,15.0,21.0,2.0,3.0,106.0,74.0,40.0,15.0,14.0,6.0,12.0,11.0,3466.0,47.0,1150.0
2020-1086,St. Petersburg,Hard,32,P,20200210,287,215713,,Q,Anastasia Potapova,R,175.0,RUS,18.8,201548,,,Ajla Tomljanovic,R,180.0,AUS,26.7,7-6(2) 6-3,3,R16,93.0,2.0,5.0,59.0,29.0,23.0,17.0,10.0,1.0,3.0,2.0,4.0,81.0,41.0,31.0,13.0,11.0,9.0,13.0,101.0,651.0,57.0,1005.0
2020-1086,St. Petersburg,Hard,32,P,20200210,286,202428,2,,Kiki Bertens,R,182.0,NED,28.1,206368,,,Veronika Kudermetova,R,175.0,RUS,22.7,6-1 6-2,3,R16,57.0,6.0,0.0,38.0,24.0,21.0,6.0,7.0,2.0,3.0,1.0,1.0,42.0,22.0,11.0,4.0,8.0,0.0,6.0,8.0,3965.0,38.0,1353.0
2020-1086,St. Petersburg,Hard,32,P,20200210,284,201320,,WC,Svetlana Kuznetsova,R,174.0,RUS,34.6,206108,,,Jennifer Brady,R,178.0,USA,24.8,6-3 6-1,3,R32,87.0,1.0,4.0,68.0,43.0,32.0,9.0,8.0,11.0,12.0,7.0,2.0,57.0,28.0,18.0,9.0,8.0,2.0,7.0,49.0,1123.0,52.0,1104.0
2020-1086,St. Petersburg,Hard,32,P,20200210,283,201427,,Q,Alize Cornet,R,173.0,FRA,30.0,211533,,,Jelena Ostapenko,R,177.0,LAT,22.6,6-1 6-2,3,R32,62.0,2.0,2.0,40.0,28.0,24.0,6.0,7.0,2.0,2.0,0.0,8.0,47.0,25.0,13.0,8.0,8.0,2.0,7.0,61.0,965.0,40.0,1310.0
2020-1086,St. Petersburg,Hard,32,P,20200210,282,206289,6,,Maria Sakkari,R,172.0,GRE,24.5,201554,,Q,Vitalia Diatchenko,R,170.0,RUS,29.5,3-6 6-4 7-6(3),3,R32,158.0,8.0,7.0,98.0,57.0,31.0,17.0,15.0,9.0,17.0,2.0,16.0,117.0,71.0,41.0,16.0,16.0,8.0,16.0,21.0,1955.0,89.0,709.0
2020-1086,St. Petersburg,Hard,32,P,20200210,280,206219,,Q,Oceane Dodin,R,,FRA,23.2,214149,,,Viktoria Hruncakova,R,,SVK,21.7,6-2 6-2,3,R32,68.0,7.0,3.0,50.0,28.0,21.0,11.0,8.0,2.0,3.0,6.0,4.0,54.0,28.0,17.0,8.0,8.0,2.0,7.0,159.0,370.0,65.0,905.0
2020-1086,St. Petersburg,Hard,32,P,20200210,279,211539,,LL,Fiona Ferro,R,170.0,FRA,22.9,201614,,,Caroline Garcia,R,177.0,FRA,26.3,7-5 3-6 6-3,3,R32,149.0,3.0,5.0,106.0,68.0,43.0,20.0,15.0,11.0,15.0,9.0,6.0,99.0,60.0,40.0,18.0,15.0,7.0,12.0,58.0,1004.0,46.0,1175.0
2020-1086,St. Petersburg,Hard,32,P,20200210,278,214981,8,,Elena Rybakina,R,184.0,KAZ,20.6,211701,,,Katerina Siniakova,R,174.0,CZE,23.7,6-3 6-4,3,R32,79.0,2.0,1.0,66.0,40.0,28.0,15.0,10.0,5.0,6.0,0.0,3.0,59.0,36.0,24.0,10.0,9.0,4.0,7.0,25.0,1866.0,59.0,996.0
2020-1086,St. Petersburg,Hard,32,P,20200210,277,202499,7,,Donna Vekic,R,179.0,CRO,23.6,201529,,Q,Kristie Ahn,R,165.0,USA,27.6,6-4 6-1,3,R32,70.0,5.0,0.0,40.0,24.0,17.0,13.0,8.0,0.0,1.0,1.0,1.0,52.0,31.0,15.0,11.0,9.0,4.0,9.0,23.0,1935.0,97.0,670.0
2020-1086,St. Petersburg,Hard,32,P,20200210,276,206420,,,Ekaterina Alexandrova,R,175.0,RUS,25.2,214082,,WC,Daria Kasatkina,R,170.0,RUS,22.7,6-4 3-6 6-4,3,R32,119.0,10.0,3.0,91.0,52.0,36.0,18.0,14.0,6.0,10.0,1.0,8.0,87.0,56.0,34.0,14.0,15.0,1.0,6.0,28.0,1700.0,71.0,850.0
2020-1086,St. Petersburg,Hard,32,P,20200210,275,202421,,,Alison Van Uytvanck,R,173.0,BEL,25.8,201540,,,Kristina Mladenovic,R,184.0,FRA,26.7,6-4 6-1,3,R32,78.0,1.0,0.0,45.0,28.0,20.0,8.0,8.0,2.0,4.0,3.0,7.0,59.0,31.0,16.0,9.0,9.0,0.0,6.0,47.0,1150.0,37.0,1360.0
2020-1086,St. Petersburg,Hard,32,P,20200210,273,201548,,,Ajla Tomljanovic,R,180.0,AUS,26.7,214954,5,,Marketa Vondrousova,L,173.0,CZE,20.6,3-6 6-3 6-4,3,R32,130.0,1.0,4.0,99.0,49.0,30.0,27.0,14.0,7.0,12.0,3.0,5.0,92.0,48.0,30.0,17.0,14.0,4.0,10.0,57.0,1005.0,17.0,2430.0
2020-1086,St. Petersburg,Hard,32,P,20200210,272,215713,,Q,Anastasia Potapova,R,175.0,RUS,18.8,214643,,Q,Liudmila Samsonova,R,180.0,RUS,21.2,6-2 6-4,3,R32,79.0,1.0,5.0,59.0,24.0,17.0,17.0,9.0,6.0,8.0,5.0,4.0,55.0,29.0,19.0,7.0,9.0,2.0,7.0,101.0,651.0,115.0,562.0
2020-1086,St. Petersburg,Hard,32,P,20200210,271,206368,,,Veronika Kudermetova,R,175.0,RUS,22.7,201709,,,Yulia Putintseva,R,163.0,KAZ,25.0,7-6(4) 1-6 7-5,3,R32,154.0,7.0,4.0,111.0,56.0,40.0,20.0,15.0,10.0,16.0,1.0,4.0,106.0,70.0,46.0,15.0,16.0,3.0,8.0,38.0,1353.0,34.0,1475.0
2020-0718,Dubai,Hard,32,P,20200217,300,201594,1,,Simona Halep,R,168.0,ROU,28.3,214981,,SE,Elena Rybakina,R,184.0,KAZ,20.6,3-6 6-3 7-6(5),3,F,147.0,3.0,5.0,102.0,71.0,51.0,11.0,15.0,3.0,7.0,2.0,5.0,117.0,74.0,50.0,16.0,15.0,7.0,11.0,2.0,5796.0,19.0,2141.0
2020-0718,Dubai,Hard,32,P,20200217,299,201594,1,,Simona Halep,R,168.0,ROU,28.3,206108,,Q,Jennifer Brady,R,178.0,USA,24.8,6-2 6-0,3,SF,62.0,1.0,1.0,48.0,29.0,22.0,11.0,7.0,2.0,2.0,2.0,1.0,48.0,24.0,11.0,9.0,7.0,3.0,8.0,2.0,5796.0,52.0,1104.0
2020-0718,Dubai,Hard,32,P,20200217,298,214981,,SE,Elena Rybakina,R,184.0,KAZ,20.6,201549,8,,Petra Martic,R,181.0,CRO,29.0,7-6(5) 7-6(2),3,SF,132.0,6.0,4.0,99.0,58.0,37.0,23.0,12.0,8.0,11.0,2.0,0.0,97.0,77.0,46.0,12.0,12.0,6.0,9.0,19.0,2141.0,15.0,2586.0
2020-0718,Dubai,Hard,32,P,20200217,297,201594,1,,Simona Halep,R,168.0,ROU,28.3,214544,7,,Aryna Sabalenka,R,182.0,BLR,21.7,3-6 6-2 6-2,3,QF,96.0,2.0,0.0,69.0,50.0,29.0,13.0,12.0,0.0,3.0,0.0,3.0,72.0,45.0,24.0,14.0,13.0,2.0,8.0,2.0,5796.0,13.0,2820.0
2020-0718,Dubai,Hard,32,P,20200217,296,206108,,Q,Jennifer Brady,R,178.0,USA,24.8,202469,9,,Garbine Muguruza,R,182.0,ESP,26.3,6-7(5) 6-3 6-4,3,QF,129.0,6.0,2.0,106.0,63.0,43.0,25.0,15.0,9.0,10.0,7.0,3.0,91.0,61.0,43.0,17.0,16.0,2.0,6.0,52.0,1104.0,16.0,2527.0
2020-0718,Dubai,Hard,32,P,20200217,295,201549,8,,Petra Martic,R,181.0,CRO,29.0,204426,,,Anett Kontaveit,R,174.0,EST,24.1,7-6(4) 6-1,3,QF,101.0,2.0,3.0,84.0,51.0,32.0,21.0,10.0,6.0,7.0,3.0,1.0,66.0,38.0,20.0,17.0,9.0,4.0,7.0,15.0,2586.0,24.0,1881.0
2020-0718,Dubai,Hard,32,P,20200217,294,214981,,SE,Elena Rybakina,R,184.0,KAZ,20.6,201662,2,,Karolina Pliskova,R,184.0,CZE,27.9,7-6(1) 6-3,3,QF,101.0,11.0,4.0,96.0,45.0,36.0,24.0,11.0,9.0,10.0,3.0,2.0,68.0,39.0,26.0,13.0,10.0,6.0,8.0,19.0,2141.0,3.0,5290.0
2020-0718,Dubai,Hard,32,P,20200217,293,201594,1,,Simona Halep,R,168.0,ROU,28.3,202460,,WC,Ons Jabeur,R,167.0,TUN,25.4,1-6 6-2 7-6(7),3,R16,120.0,1.0,4.0,90.0,54.0,33.0,18.0,13.0,3.0,8.0,1.0,5.0,97.0,52.0,31.0,22.0,14.0,4.0,9.0,2.0,5796.0,45.0,1190.0
2020-0718,Dubai,Hard,32,P,20200217,292,214544,7,,Aryna Sabalenka,R,182.0,BLR,21.7,210722,,,Elise Mertens,R,179.0,BEL,24.2,6-4 6-3,3,R16,90.0,7.0,3.0,62.0,35.0,25.0,13.0,10.0,4.0,7.0,2.0,8.0,63.0,37.0,23.0,7.0,9.0,4.0,9.0,13.0,2820.0,22.0,1950.0
2020-0718,Dubai,Hard,32,P,20200217,291,206108,,Q,Jennifer Brady,R,178.0,USA,24.8,214954,,,Marketa Vondrousova,L,173.0,CZE,20.6,4-6 6-4 6-1,3,R16,124.0,0.0,5.0,112.0,70.0,48.0,20.0,14.0,10.0,13.0,2.0,6.0,76.0,39.0,22.0,20.0,13.0,4.0,9.0,52.0,1104.0,17.0,2431.0
2020-0718,Dubai,Hard,32,P,20200217,290,202469,9,,Garbine Muguruza,R,182.0,ESP,26.3,206368,,Q,Veronika Kudermetova,R,175.0,RUS,22.8,7-5 4-6 6-4,3,R16,145.0,10.0,8.0,97.0,48.0,40.0,21.0,16.0,3.0,7.0,5.0,6.0,111.0,66.0,43.0,18.0,16.0,8.0,13.0,16.0,2527.0,39.0,1353.0
2020-0718,Dubai,Hard,32,P,20200217,289,201549,8,,Petra Martic,R,181.0,CRO,29.0,201366,,,Barbora Strycova,R,164.0,CZE,33.8,6-3 6-3,3,R16,106.0,1.0,1.0,80.0,48.0,33.0,17.0,9.0,10.0,11.0,0.0,4.0,68.0,43.0,23.0,13.0,9.0,5.0,9.0,15.0,2586.0,35.0,1417.0
2020-0718,Dubai,Hard,32,P,20200217,288,204426,,,Anett Kontaveit,R,174.0,EST,24.1,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,28.6,7-6(5) 7-5,3,R16,99.0,0.0,2.0,71.0,41.0,26.0,17.0,12.0,1.0,5.0,6.0,6.0,80.0,58.0,38.0,8.0,12.0,2.0,7.0,24.0,1881.0,31.0,1486.0
